Sort ID	Name
2010	Drained Estus Flask
2010	Estus Flask
2010	Drained Estus Flask+1
2010	Estus Flask+1
2010	Drained Estus Flask+2
2010	Estus Flask+2
2010	Drained Estus Flask+3
2010	Estus Flask+3
2010	Drained Estus Flask+4
2010	Estus Flask+4
2010	Drained Estus Flask+5
2010	Estus Flask+5
2010	Drained Estus Flask+6
2010	Estus Flask+6
2010	Drained Estus Flask+7
2010	Estus Flask+7
2010	Drained Estus Flask+8
2010	Estus Flask+8
2010	Drained Estus Flask+9
2010	Estus Flask+9
2010	Drained Estus Flask+10
2010	Estus Flask+10
2020	Drained Ashen Estus Flask
2020	Ashen Estus Flask
2020	Drained Ashen Estus Flask+1
2020	Ashen Estus Flask+1
2020	Drained Ashen Estus Flask+2
2020	Ashen Estus Flask+2
2020	Drained Ashen Estus Flask+3
2020	Ashen Estus Flask+3
2020	Drained Ashen Estus Flask+4
2020	Ashen Estus Flask+4
2020	Drained Ashen Estus Flask+5
2020	Ashen Estus Flask+5
2020	Drained Ashen Estus Flask+6
2020	Ashen Estus Flask+6
2020	Drained Ashen Estus Flask+7
2020	Ashen Estus Flask+7
2020	Drained Ashen Estus Flask+8
2020	Ashen Estus Flask+8
2020	Drained Ashen Estus Flask+9
2020	Ashen Estus Flask+9
2020	Drained Ashen Estus Flask+10
2020	Ashen Estus Flask+10
2020	Focusing Crystal +0
2020	Focusing Crystal +1
2020	Focusing Crystal +2
2020	Focusing Crystal +3
2020	Focusing Crystal +4
2020	Focusing Crystal +5
2020	Focusing Crystal +6
2020	Focusing Crystal +7
2020	Focusing Crystal +8
2020	Focusing Crystal +9
2020	Focusing Crystal +10
3010	Ember
4010	Estus Shard
5010	Undead Bone Shard
6010	Divine Blessing
6020	Hidden Blessing
6025	Siegbräu
6030	Lifegem
6031	Radiant Lifegem
6032	Old Radiant Lifegem
6033	Elizabeth Mushroom
6034	Dried Root
6035	Rouge Water
6036	Crimson Water
6040	Green Blossom
6041	Spellbound Blossom
6050	Budding Green Blossom
6050	Budding Green Blossom
6051	Rejuvenating Phial
6052	Invigorating Phial
6053	Energizing Phial
6060	Banishing Coin
6061	Beckoning Bone
6070	Repair Powder
6071	Spellbound Powder
6130	Bloodred Moss Clump
6140	Purple Moss Clump
6150	Blooming Purple Moss Clump
6160	Rime-blue Moss Clump
6170	Purging Stone
6171	Cleansing Pendant
6172	Titanite Fragment
6173	Inferi Petal
6174	Combustum Petal
6175	Vindicti Petal
6176	Barathrum Petal
6177	Celeritas Stem
6178	Veloxi Moss
6182	Throwing Knife
6183	Spellbound Throwing Knife
6184	Sorcerous Knife
6185	Spellbound Sorcerous Knife
6186	Flaming Knife
6187	Spellbound Flaming Knife
6188	Sparking Knife
6189	Spellbound Sparking Knife
6190	Abyssal Knife
6191	Spellbound Abyssal Knife
6192	Poisonous Knife
6193	Spellbound Poisonous Knife
6194	Cursed Knife
6195	Spellbound Cursed Knife
6196	Lacerating Knife
6197	Spellbound Lacerating Knife
6198	Frigid Knife
6199	Spellbound Frigid Knife
6200	Kukri
6201	Spellbound Kukri
6202	Throwing Frying Pan
6203	Spellbound Frying Pan
6204	Church Guardian Shiv
6205	Holy Water Urn
6206	Spellbound Holy Water Urn
6210	Firebomb
6211	Spellbound Firebomb
6212	Set-up Firebomb
6213	Spellbound Set-up Firebomb
6220	Black Firebomb
6221	Spellbound Black Firebomb
6230	Rope Black Firebomb
6240	Witching Urn
6241	Spellbound Witching Urn
6250	Lightning Urn
6251	Spellbound Lightning Urn
6255	Hexing Urn
6256	Spellbound Hexing Urn
6257	Dung Pie
6258	Spellbound Dung
6259	Stalk Dung Pie
6270	Stone of Draconic Fire
6271	Stone of Draconic Might
6272	Stone of Draconic Fire Orbs
6273	Stone of Draconic Fury
6275	Blessed Pine Resin
6276	Spellbound Blessed Resin
6280	Charcoal Pine Resin
6281	Spellbound Charcoal Resin
6290	Charcoal Pine Bundle
6300	Gold Pine Resin
6301	Spellbound Gold Resin
6310	Gold Pine Bundle
6320	Pale Pine Resin
6321	Spellbound Pale Resin
6330	Human Pine Resin
6331	Spellbound Human Resin
6340	Rotten Pine Resin
6341	Spellbound Rotten Resin
6350	Carthus Rouge
6351	Spellbound Carthus Rouge
6360	Frozen Pine Resin
6361	Spellbound Frozen Resin
6370	Cursed Pine Resin
6371	Spellbound Cursed Resin
6400	Blue Bug Pellet
6410	Red Bug Pellet
6420	Yellow Bug Pellet
6430	Black Bug Pellet
6435	Spellbound Pellet
6440	Mossfruit
6441	Spellbound Mossfruit
6450	Brightbug
6460	Alluring Skull
6470	Spellbound Skull
6480	Undead Hunter Charm
6490	Duel Charm
6500	Rusted Coin
6510	Rusted Gold Coin
6520	Tarnished Coin
6530	Tarnished Silver Coin
6550	Young White Branch
6550	Young White Branch
6550	Young White Branch
6570	Old Growth Balm
6580	Vine Balm
6590	Blackweed Balm
6600	Goldenfruit Balm
6610	Devil's Trumpet
6620	Moonflower
6630	Henbane
6640	Rubbish
6650	Prism Stone
6660	Homeward Bone
6670	Coiled Sword Fragment
7010	Binoculars
8010	Loretta's Bone
9010	Dragon Head Stone
9020	Dragon Torso Stone
9030	Twinkling Dragon Head Stone
9040	Twinkling Dragon Torso Stone
9130	Ritual Spear Fragment
9150	Divine Spear Fragment
9170	Young Grass Dew
10010	Hello Carving
10020	Thank you Carving
10030	Very good! Carving
10040	I'm sorry Carving
10050	Help me! Carving
11010	Darksign
12010	Fading Soul
12020	Soul of a Deserted Corpse
12030	Large Soul of a Deserted Corpse
12040	Soul of an Unknown Traveler
12050	Large Soul of an Unknown Traveler
12051	Timeless Soul
12060	Soul of a Nameless Soldier
12070	Large Soul of a Nameless Soldier
12080	Soul of a Weary Warrior
12090	Large Soul of a Weary Warrior
12100	Soul of a Crestfallen Knight
12110	Large Soul of a Crestfallen Knight
12120	Soul of a Proud Paladin
12130	Large Soul of a Proud Paladin
12140	Soul of an Intrepid Hero
12150	Large Soul of an Intrepid Hero
12160	Soul of a Seasoned Warrior
12170	Large Soul of a Seasoned Warrior
12180	Soul of an Old Hand
12190	Soul of a Venerable Old Hand
12200	Soul of a Champion
12210	Soul of a Great Champion
12300	Lizard Hide
13010	Soul of Rosaria
13020	Soul of the Dismal Knight
13030	Soul of Boreal Valley Vordt
13040	Soul of Aborr
13050	Soul of a Demon
13060	Soul of the Rotted Greatwood
13070	Soul of a Crystal Sage
13080	Soul of the Cathedral Guardian
13090	Soul of the Deacons of the Deep
13100	Soul of a Stray Demon
13110	Soul of the Blood of the Wolf
13120	Soul of High Lord Wolnir
13130	Soul of the Old Demon King
13140	Soul of Pontiff Sulyvahn
13150	Soul of Aldrich
13160	Soul of the Lordran Remnants
13170	Soul of the Maiden
13180	Soul of Yhorm the Giant
13190	Soul of the Dancer
13200	Soul of Consumed Oceiros
13210	Soul of Champion Gundyr
13220	Twisted Soul
13230	Soul of Dragonslayer Armour
13240	Soul of the Ancient Wyvern
13250	Soul of the Rock
13260	Soul of the Nameless King
13270	Soul of the Mirror Knight
13280	Soul of the Twin Princes
13290	Soul of the Marauder
13300	Soul of the Lords
13310	Soul of Prince Dorthinus
13320	Soul of Sister Friede
13330	Soul of Princess Yngvil
13340	Soul of the Demon Prince
13350	Soul of Halflight
13360	Soul of Darkeater Midir
13370	Soul of Slave Knight Gael
13800	Soul of a Fallen Paladin
13810	Soul of a Fallen Sentinel
13820	Soul of a Fallen Sage
13830	Soul of a Fallen Warrior
13840	Soul of a Fallen Astrologer
13850	Soul of a Fallen Beserker
13860	Soul of a Fallen Champion
14010	Sunlight Medal
14020	Proof of a Concord Kept
14030	Proof of a Concord Well Kept
14040	Pale Tongue
14050	Forked Pale Tongue
14060	Vertebra Shackle
14070	Wolf's Blood Swordgrass
14080	Human Dregs
14090	Filianore's Spear Ornament
14092	Crystal Shard
14093	Dragon Eye
14094	Humanity
14100	Rat Tail
14110	Ritual Incense
14120	Awestone
15010	White Sign Soapstone
15020	Red Sign Soapstone
15030	Black Separation Crystal
15050	Cracked Red Eye Orb
15060	Red Eye Orb
15070	Black Eye Orb
15080	Dried Finger
15090	Seed of a Giant Tree
15100	Way of White Circlet
15110	Roster of Knights
16010	Titanite Shard
16020	Large Titanite Shard
16030	Titanite Chunk
16040	Twinkling Titanite
16050	Titanite Scale
16055	Dragon Scale
16060	Titanite Slab
16065	Crystal Fragment
16066	Fire Seed
16067	Holy Fragment
16068	Abyssal Fragment
16069	Prismatic Slab
16070	Primordial Shard
16071	Large Primordial Shard
16072	Primordial Fragment
16073	Primordial Chunk
16074	Primordial Slab
16075	Frozen Chaos Essence
16076	Yngvil's Crystal
16081	Primordial Fragment
16998	Infusing Essence
16999	Degrading Essence
17000	Lethal Gem
17001	Curse Gem
17002	Poison Gem
17003	Blood Gem
17004	Frost Gem
17005	Magic Gem
17006	Fire Gem
17007	Lightning Gem
17008	Dark Gem
17009	Lucky Gem
17010	Enchanted Gem
17011	Holy Gem
17012	Sharp Gem
17013	Blunt Gem
17014	Smouldering Stone
17160	Shriving Stone
19010	Cinders of a Lord
20010	Cinders of a Lord
21010	Cinders of a Lord
22010	Cinders of a Lord
23010	Transposing Kiln
24010	Eyes of a Fire Keeper
25010	Fire Keeper Soul
26000	Ring of Betrothal
26010	Lordvessel
26011	Soul Vessel
26012	Tortured Soul
26013	Smithbox
26015	Cell Key
26020	Lift Chamber Key
26030	Grave Key
26040	Jailer's Key Ring
26050	Jailbreaker's Key
26060	Old Cell Key
26070	Grand Archives Key
26080	Forgotten Key
27080	Tower Key
27090	Dragon Talon UNUSED
27091	Pilgrim's Soul UNUSED
27092	Catacombs Key UNUSED
27093	Smouldering Key UNUSED
27094	Eye of Londor UNUSED
27095	Frozen Flower UNUSED
27096	Tablet of Legends
27097	Giant's Soul UNUSED
27098	Smouldering Rubble
27099	Ancestral Note
27099	Cultist Note
27099	Waterlogged Note
27099	Dusty Note
27099	Shivering Note
27099	Corrupted Note
27099	Afflicted Note
27099	Princely Note
27099	Priestly Note
27099	Frozen Note
27099	Dreg Note
27099	Burning Note
27100	Master Key
27110	Forgotten Key
27111	Soldier's Key
27112	Knight's Key
27113	Buried Key
27114	Dragon Talon
27115	Plagued Key
27116	Scholar's Key
27117	Afflicted Key
27118	Smouldering Key
27119	Shivering Key
27120	Profaned Key
27121	Frozen Flower
27122	Dreg Key
27123	Burning Key
27124	Odessa's Letter
27125	Seal of Judgment
28000	Dungeon Ground Floor Key
28010	Contraption Key
29010	Small Lothric Banner
29015	Small Envoy Banner
29020	Small Doll
29030	Basin of Vows
29040	Hawkwood's Swordgrass
29050	Coiled Sword
29060	Sword of Avowal
29080	Blood of the Dark Soul
29110	Petrified Something
29320	Script Tool
29321	God Tool
29322	Kill Tool
29323	Stamina Tool
29324	FP Tool
29325	HP Tool
29326	Souls Tool
29326	Screenshot Tool
29326	Treasure Tool
29326	NG+ Tool
30000	Thieves' Code: I
30000	Darkmoon Faithful: I
30001	Thieves' Code: II
30001	Darkmoon Faithful: II
30002	Thieves' Code: III
30002	Darkmoon Faithful: III
30002	Darkmoon Faithful: IV
30002	Darkmoon Faithful: V
30002	Spears of the Chuch: I
30002	Spears of the Chuch: II
30002	Spears of the Chuch: III
30002	Spears of the Chuch: IV
30002	Spears of the Chuch: V
30002	Watchdogs of Farron: I
30002	Watchdogs of Farron: II
30002	Watchdogs of Farron: III
30002	Watchdogs of Farron: IV
30002	Watchdogs of Farron: V
30002	Aldrich Faithful: I
30002	Aldrich Faithful: II
30002	Aldrich Faithful: III
30002	Aldrich Faithful: IV
30002	Aldrich Faithful: V
30002	Warrior of Sunlight: I
30002	Warrior of Sunlight: II
30002	Warrior of Sunlight: III
30002	Warrior of Sunlight: IV
30002	Warrior of Sunlight: V
30002	Mound-makers: I
30002	Mound-makers: II
30002	Mound-makers: III
30002	Mound-makers: IV
30002	Mound-makers: V
30002	Rosaria's Fingers: I
30002	Rosaria's Fingers: II
30002	Rosaria's Fingers: III
30002	Rosaria's Fingers: IV
30002	Rosaria's Fingers: V
30002	Chaos Servant: I
30002	Chaos Servant: II
30002	Chaos Servant: III
30002	Chaos Servant: IV
30002	Chaos Servant: V
30002	Vinheim Scholars: I
30002	Vinheim Scholars: II
30002	Vinheim Scholars: III
30002	Vinheim Scholars: IV
30002	Vinheim Scholars: V
30002	Pilgrims of Dark: I
30002	Pilgrims of Dark: II
30002	Pilgrims of Dark: III
30002	Pilgrims of Dark: IV
30002	Pilgrims of Dark: V
30002	Way of White: I
30002	Way of White: II
30002	Way of White: III
30002	Way of White: IV
30002	Way of White: V
30002	Dragon Remnants: I
30002	Dragon Remnants: II
30002	Dragon Remnants: III
30002	Dragon Remnants: IV
30002	Dragon Remnants: V
30002	Blue Sentinels: I
30002	Blue Sentinels: II
30002	Blue Sentinels: III
30002	Blue Sentinels: IV
